1,-0.00129785927526248,0
2,0.00089308313900585,-2.29108104461923E-05
3,-0.000295394536080345,2.71859988278461E-05
4,7.85177166110287E-05,-1.60871188024345E-05
5,-3.81276912420516E-05,1.37704491592323E-05
6,2.42582081602084E-05,-1.69804926398231E-05
7,-2.89183677927774E-05,1.49087997800332E-05
8,1.74538176663839E-05,-1.78442442369442E-05
9,4.17906698716138E-06,2.72091057492507E-05
10,-1.02823214337263E-05,-3.19750645013363E-05
11,1.04032362768709E-05,3.47755784241833E-05
12,-1.75152290590223E-05,-4.16714750922685E-05
13,2.05971026428289E-05,4.74294728026003E-05
14,-1.49914500519879E-05,-4.56074791440857E-05
15,1.49248696884197E-05,3.79615857087463E-05
16,-2.18775831848642E-05,-3.15006099600563E-05
17,2.16761323031605E-05,2.43370029674623E-05
18,-1.60749372750682E-05,-1.33307606874255E-05
19,1.53137521972297E-05,6.94577594519465E-06
20,-1.7519281216378E-05,-7.39763246986317E-06
21,1.68108460207156E-05,7.15689893887624E-06
22,-1.24661836242595E-05,-9.12019859376622E-06
23,1.10839798877637E-05,1.48934026092263E-05
24,-1.57303154091862E-05,-1.36962247866513E-05
25,2.0071367606715E-05,2.61900884917043E-06
26,-2.2745394886045E-05,6.60206596309522E-06
27,2.59930865966627E-05,-4.969274883404E-06
28,-2.62273322450779E-05,-9.8100670389027E-07
29,2.1479166758668E-05,3.23579252344356E-06
30,-1.31480896972056E-05,-2.82330287955106E-06
31,4.81926577181402E-06,2.33031115891703E-07
32,-4.03568037282673E-07,3.65628756349186E-06
33,-2.49942570192005E-06,-4.71116230354396E-06
34,4.67135463913859E-06,3.38712987311551E-06
35,-3.88035636489493E-06,-2.15669596596007E-06
36,3.19471955347551E-06,-5.73337612890421E-07
37,-4.24756776279585E-06,1.5745016080433E-06
38,6.19577188256265E-06,3.65237685074921E-06
39,-7.95043887433607E-06,-1.12353785610063E-05
40,8.1203779446532E-06,1.73431406997434E-05
41,-8.04550727353154E-06,-2.22134469973443E-05
42,7.55535314272851E-06,2.41320423277622E-05
43,-7.67652408930527E-06,-1.88286573507018E-05
44,1.19349076457421E-05,1.04456779105618E-05
45,-1.66815126937188E-05,-8.39039288104526E-06
46,1.52268656850284E-05,9.19274397423003E-06
47,-9.34730607247183E-06,-4.55136406252695E-06
48,4.0413592316363E-06,-3.58034850797995E-06
49,-1.1924425998558E-06,1.02651396390604E-05
50,2.21203464660294E-06,-1.22874480052218E-05
51,-3.87124611156403E-06,8.98449385109473E-06
52,1.23433174311097E-06,-6.97841971507993E-06
53,2.33265176789885E-06,1.16070953869761E-05
54,-1.41424982215628E-06,-1.80889437204167E-05
55,-3.56933923071044E-06,2.21036852386003E-05
56,8.48294975481877E-06,-2.64571831445708E-05
57,-1.01875604576567E-05,3.26313836051613E-05
58,9.72137603773233E-06,-3.78024283937412E-05
59,-6.77691832151784E-06,3.55934197865437E-05
60,3.4566585591063E-07,-2.45936991645434E-05
61,3.42734673380018E-06,1.45947126714847E-05
62,-9.59372562131845E-07,-1.09117914465088E-05
63,-2.40869986899486E-06,1.06280284847989E-05
64,4.04606163411639E-06,-1.22113516879614E-05
65,-5.24641320355527E-06,1.35194917846087E-05
66,3.4284492411767E-06,-1.33602140481121E-05
67,3.24380213465279E-06,1.39307417223694E-05
68,-1.00387760616109E-05,-1.44635911003274E-05
69,1.20874909221443E-05,1.11940693156646E-05
70,-1.0929678959674E-05,-5.22726592495726E-06
71,1.35156667971604E-05,1.59639969206613E-06
72,-1.85904220061904E-05,-1.36129516261411E-06
73,1.76985720500775E-05,1.92601673143465E-06
74,-1.86571158752002E-05,-1.98852923231359E-06
75,2.76573647571676E-05,1.26443958538761E-06
76,-2.97602160355318E-05,1.16630525103737E-06
77,2.4847631331312E-05,-4.18840874361334E-06
78,-2.65593619862103E-05,7.46397428104056E-06
79,2.88131852704285E-05,-1.38005893987372E-05
80,-2.35245562849106E-05,1.97365507344906E-05
81,1.66564172279499E-05,-1.72762613891804E-05
82,-1.17642861573785E-05,9.89746720108779E-06
83,9.07681446821658E-06,-7.74656317609364E-06
84,-9.90340359778543E-06,8.66592209400772E-06
85,1.06469124356315E-05,-8.86035233982411E-06
86,-6.13375736360619E-06,1.5013258464341E-05
87,7.84875918447689E-07,-2.12340572243878E-05
88,-8.45876850245805E-07,1.7480327357821E-05
89,8.41507019151768E-07,-1.61751384113892E-05
90,2.70482634090615E-06,2.1395919759775E-05
91,-6.39372595015459E-06,-1.81713577525851E-05
92,1.2184027794568E-05,8.20852975737326E-06
93,-2.10873335367449E-05,-3.07373309343246E-06
94,2.54968889839785E-05,3.66423063483443E-06
95,-1.96168966707681E-05,-1.03142956284354E-05
96,1.24292676469977E-05,2.03075849147187E-05
97,-1.51432869762843E-05,-2.16429696445487E-05
98,2.14163251701287E-05,1.17629060586406E-05
99,-2.10556855429289E-05,-4.72724443170001E-07
100,1.75020014230557E-05,-7.30373500169888E-06
101,-1.88371108583762E-05,9.15121219063593E-06
102,2.22762146377252E-05,-4.50417512695844E-06
103,-1.97665458713731E-05,-7.05058753943082E-07
104,1.40194406675807E-05,3.2604914892444E-06
105,-1.11640788748405E-05,-1.34659920562216E-06
106,9.07690831509335E-06,-6.6479608076061E-06
107,-6.6036230867142E-06,1.5511353498045E-05
108,5.8481351655902E-06,-1.99820529585053E-05
109,-3.90762604245299E-06,2.23465835461506E-05
110,-2.36199517007494E-07,-2.72709818626326E-05
111,2.42380989809913E-06,3.18203041499447E-05
112,-1.11067264413069E-06,-3.07856460241439E-05
113,-5.93790086745244E-07,2.82338538103128E-05
114,-4.37881743690403E-06,-2.7433725744881E-05
115,1.51511497311119E-05,2.39763753824297E-05
116,-2.10007065532481E-05,-1.78298034378217E-05
117,2.22611929697961E-05,1.45782856915923E-05
118,-2.69304583434927E-05,-1.48609414971934E-05
119,3.1293699201244E-05,1.48018283253345E-05
120,-2.85683864017655E-05,-1.48706140468576E-05
121,2.41819822289749E-05,1.72178925361581E-05
122,-2.45332316567546E-05,-1.83347844591675E-05
123,2.56316475948514E-05,1.63553976709309E-05
124,-2.35539005799806E-05,-1.36761758535926E-05
125,2.11796453006382E-05,9.05844212625404E-06
126,-2.09346790924966E-05,-8.69830758832744E-07
127,2.04984945551676E-05,-6.70734764955703E-06
128,-1.82808989757793E-05,8.47525746935922E-06
129,1.62463855153709E-05,-5.8687105770792E-06
130,-1.59227611906988E-05,3.16623230024688E-06
131,1.75577172232533E-05,-1.13257556749E-06
132,-1.91895841578621E-05,2.64779603031355E-07
133,1.97575623758886E-05,-3.11722189538335E-06
134,-2.06687820484985E-05,8.33340854290253E-06
135,1.81181552306595E-05,-1.10460357724705E-05
136,-8.47825439958056E-06,1.27658830792408E-05
137,-2.64937593948648E-06,-1.67855030045024E-05
138,6.35215024262738E-06,1.84240175242345E-05
139,-3.47170530351865E-06,-1.52924085577263E-05
140,2.13347432780618E-06,1.28802574827429E-05
141,-2.19056303881189E-06,-1.37040834700069E-05
142,1.14197305853089E-06,1.49615133705176E-05
143,-2.3785218031401E-06,-1.2102255624575E-05
144,5.5062842077591E-06,4.35719493717598E-06
145,-8.51351608055568E-06,1.43338757002476E-06
146,1.20548822544242E-05,-4.97625735700452E-07
147,-1.43649927248451E-05,-4.19033587865861E-06
148,1.68253164361306E-05,5.79657988996149E-06
149,-2.17547476160841E-05,-2.27969370806117E-06
150,2.26004834091936E-05,-3.83122430173234E-07
151,-1.63917419880844E-05,7.18985692488082E-07
152,1.25699866290605E-05,-3.38123204848052E-06
153,-1.44615262000138E-05,7.4551633668338E-06
154,1.38160997204046E-05,-8.68369750537566E-06
155,-9.0486098526092E-06,8.42941120716977E-06
156,6.4215118340819E-06,-7.80872735638843E-06
157,-7.0147338559875E-06,5.45780478574746E-06
158,7.69322863527486E-06,-3.24533493307891E-06
159,-7.31731992818567E-06,2.49797186657737E-06
160,5.8105909550972E-06,-3.76625032602633E-06
161,-5.12150541602514E-07,9.19274729641671E-06
162,-8.73893557079642E-06,-1.9162105719619E-05
163,1.44023574926037E-05,2.86027279222416E-05
164,-1.15873242732313E-05,-3.06993457263691E-05
165,3.76521106738018E-06,2.68934472017159E-05
166,3.1252786153132E-07,-2.4121858349553E-05
167,3.21924381407187E-06,2.39860238679327E-05
168,-6.09022871462595E-06,-2.46925213935386E-05
169,4.64493357294777E-06,2.2722414404952E-05
170,-6.88000687463484E-06,-1.47281727113671E-05
171,1.65694805220764E-05,5.85929845353605E-06
172,-2.59888863342937E-05,-9.83328326342476E-07
173,2.67510472970566E-05,-1.55873095703605E-06
174,-2.13343820128617E-05,1.80934669935778E-06
175,1.59768490004801E-05,-1.85977986083478E-06
176,-1.02313201514052E-05,6.40005206807404E-06
177,4.46963743665933E-06,-1.19760285105332E-05
178,-5.69805099902005E-06,1.23457569617336E-05
179,1.25376573264109E-05,-1.08358202071645E-05
180,-1.47854564780516E-05,1.26146807970976E-05
181,1.38424699935105E-05,-1.37513042796151E-05
182,-1.35475195965542E-05,1.08375583029893E-05
183,1.05835943956212E-05,-1.04978197424178E-05
184,-8.19206553072581E-06,1.36081421977414E-05
185,8.47851584729411E-06,-1.13532624439298E-05
186,-5.10662333123615E-06,5.66621380465718E-06
187,-2.92218332732528E-06,-4.80482089684226E-06
188,7.03012690307796E-06,7.57437400826108E-06
189,-3.69706714584126E-06,-1.05871559293942E-05
190,1.08215595033344E-06,1.65721026040887E-05
191,-3.31558219706963E-06,-2.52435908112576E-05
192,5.96777694185838E-06,2.82854146974613E-05
193,-6.59114036976043E-06,-2.27446353770119E-05
